text,label,lang,id
Guía para la gestión empresarial de la crisis generada por el COVID-19,Business & Management,Spanish,Spain-976
Impuestos indirectos,Tax & Accounting,Spanish,Spain-2438
Women to Watch - Edición 2020,Business & Management,Spanish,Spain-1507
Legal - Asesoramiento legal y fiscal - PwC España,Tax & Accounting,Spanish,Spain-99
Nueva York Londres y Hong Kong seguirán siendo los principales mercados para salir a bolsa en 2030,Finance,Spanish,Spain-2294
Servicios de Tax & Legal para entidades cotizadas,Tax & Accounting,Spanish,Spain-2560
El futuro de la auditoría,Tax & Accounting,Spanish,Spain-206
Gracias - Energía,Industry,Spanish,Spain-1112
Brexit - Hacer negocios más allá del Brexit,Government & Controls,Spanish,Spain-260
Gestión sostenible de las operaciones y de la cadena de suministro,Industry,Spanish,Spain-2382
Derecho laboral,Business & Management,Spanish,Spain-2457
Nueva Administración Trump USA,Government & Controls,Spanish,Spain-1346
Aportación de valor de las tecnologías en el sector sanitario,Industry,Spanish,Spain-1783
IGS (Integrated Global Services) - Asesoramiento legal y fiscal,Tax & Accounting,Spanish,Spain-97
Contacte con Transacciones,Finance,Spanish,Spain-1412
El salto digital de la atención sanitaria,Industry,Spanish,Spain-1770
Contacte - Real Estate,Industry,Spanish,Spain-1949
"Una Regulación Única, de verdad, y estable, principales retos de la Unión Bancaria",Finance,Spanish,Spain-2051
PwC recibe a sus 'new-joiners' por todo lo alto,Business & Management,Spanish,Spain-2301
Gobierno Corporativo,Government & Controls,Spanish,Spain-293
La inversión en innovación de las grandes empresas europeas crece un 14% en 2018 hasta los 214.000 millones de dólares ,Business & Management,Spanish,Spain-2224
Amazon ya marca los hábitos de compra de los  consumidores en España y en el mundo,Industry,Spanish,Spain-2164
Fusiones y Adquisiciones (M&A),Finance,Spanish,Spain-1025
El gobierno del dato,Government & Controls,Spanish,Spain-1094
Conviviendo con el Reglamento General de Protección de Datos (RGPD),Government & Controls,Spanish,Spain-1130
La Unión Bancaria suma y sigue suma y sigue,Finance,Spanish,Spain-1660
E-Work. Estrategia para optimizar modelos de teletrabajo,Business & Management,Spanish,Spain-968
Salvador Nacenta - Socio responsable de Consulting para el sector financiero,Finance,Spanish,Spain-907
Las empresas españolas pierden de media 14 millones de dólares al año como consecuencia de los ciberataques ,Technology,Spanish,Spain-2160
Territory wireframe - 23rd CEO Survey,Business & Management,Spanish,Spain-2611
Reino Unido Irlanda y España principales mercados europeos en transacciones de activos no estratégicos de la banca ,Finance,Spanish,Spain-2110
Empresa familiar,Business & Management,Spanish,Spain-2458
Los ingresos digitales ya son el motor del sector de medios y entretenimiento en España que crecerá un 31% hasta 2022,Industry,Spanish,Spain-2242
Encuesta Mundial de CEOs 2018 - Entretenimiento y Medios,Industry,Spanish,Spain-1120
Webinar: Impacto del COVID-19 en el sector energético,Industry,Spanish,Spain-981
Séptima Encuesta Mundial del Coeficiente Digital de las empresas,Technology,Spanish,Spain-1697
El optimismo de los CEOs mundiales y españoles sobre la evolución de la economía en 2018 se dispara,Business & Management,Spanish,Spain-2250
Deals. Las personas en las transacciones,Finance,Spanish,Spain-183
En 2030 Europa tendrá 80 millones de coches menos como consecuencia del transporte compartido y de la digitalización ,Industry,Spanish,Spain-2214
Compensación y beneficios,Business & Management,Spanish,Spain-176
La actividad concursal en España desciende un 26% en 2015 y se sitúa a niveles de 2009,Tax & Accounting,Spanish,Spain-2123
Movilidad internacional,Business & Management,Spanish,Spain-122
Acerca de España 2033,Government & Controls,Spanish,Spain-1633
Creando valor más allá de las transacciones,Finance,Spanish,Spain-1021
Breves Energía - Febrero 2016,Industry,Spanish,Spain-1600
Contacta con Digital - Operaciones digitales,Technology,Spanish,Spain-1411
Los ingresos del sector editorial en España  caerán un 14% hasta 2019,Industry,Spanish,Spain-2088
Contacta con Servicios Fiscales y Legales - Industrias,Tax & Accounting,Spanish,Spain-1379
La confianza de los CEOs mundiales en la marcha de la economía se desvanece: solo el 15% cree que mejorará,Business & Management,Spanish,Spain-1997
Contacta con Servicios Fiscales y Legales - Fusiones y adquisiciones,Tax & Accounting,Spanish,Spain-1378
Gobierno - Asesoramiento legal y fiscal - PwC España,Government & Controls,Spanish,Spain-95
Sector financiero y asegurador,Finance,Spanish,Spain-165
Contacta con Auditoría Interna,Tax & Accounting,Spanish,Spain-1352
El 63% de los inversores cree que un reporting integrado tiene un impacto directo en el coste de capital de las empresas,Tax & Accounting,Spanish,Spain-2052
Fundaciones Corporativas en España,Business & Management,Spanish,Spain-1831
Integrar los criterios ESG y el propósito en la estrategia principal reto de los Consejos de las empresas españolas en el mundo post-COVID ,Business & Management,Spanish,Spain-2349
Contacta con Forensic Services - Prevención y Detección de Fraude,Government & Controls,Spanish,Spain-1365
Entertainment and Media Outlook 2015-2019. España,Industry,Spanish,Spain-1616
Índice de Economía Baja en Carbono 2019,Business & Management,Spanish,Spain-1798
Los expertos y empresarios esperan que el momento dulce de la  economía española se mantenga durante 2018,Government & Controls,Spanish,Spain-2170
Cómo pueden los hoteles afrontar la situación financiera ante esta crisis,Industry,Spanish,Spain-977
Por qué el Point-of-Care-Testing es necesario para reducir la carga del sistema sanitario,Industry,Spanish,Spain-993
XX Encuesta Mundial de CEOs - Entretenimiento y Medios,Industry,Spanish,Spain-1621
Estíbaliz Pérez Arzoz - Inmobiliario,Industry,Spanish,Spain-545
La importancia de la tecnología,Technology,Spanish,Spain-1453
Webinar: Situación y retos del sector turístico,Industry,Spanish,Spain-1006
NIIF 16 - Más allá de su puesta en marcha ,Tax & Accounting,Spanish,Spain-1471
Consejos de Administración de empresas cotizadas,Business & Management,Spanish,Spain-1705
¿Un mercado europeo de medios de pago?,Industry,Spanish,Spain-1146
Termómetro del ecosistema del deporte en España,Industry,Spanish,Spain-1620
La transformación digital en las ONG,Technology,Spanish,Spain-1524
Islandia y Nueva Zelanda los países con más oportunidades laborales para los trabajadores mayores de 55 años ,Business & Management,Spanish,Spain-2251
PwC incorpora Josep Perich para reforzar los servicios de reestructuraciones de su oficina de Barcelona,Finance,Spanish,Spain-2056
Los expertos y directivos consideran poco relevante el papel de las instituciones para impulsar la innovación y la digitalización en la economía,Business & Management,Spanish,Spain-2252
Gracias - Real Estate,Industry,Spanish,Spain-1950
Proyectos innovadores - Gracias,Business & Management,Spanish,Spain-2864
Empresa Familiar,Business & Management,Spanish,Spain-290
Gracias - Global Innovation 1000 - Ignacio Rel,Business & Management,Spanish,Spain-297
Optimizar las operaciones corporativas,Business & Management,Spanish,Spain-299
Collaboration: Preserving water through partnering that works - Identifying water as a potential business risk and understanding the strategies to reduce exposure,Industry,Spanish,Spain-1796
La abundancia de capital y la escasez de activos de calidad impulsarán la promoción inmobiliaria y los sectores alternativos,Finance,Spanish,Spain-2159
El consumo en España Irlanda y Portugal podría empujar las compras navideñas a cifras récord en Europa ,Industry,Spanish,Spain-2092
Fusiones y adquisiciones en el sector de energía 2015,Industry,Spanish,Spain-1605
Encuesta Mundial de CEOs 2019 - Sector Seguros,Finance,Spanish,Spain-1788
PwC y la Fundación ONCE se comprometen con la inclusión laboral de personas con discapacidad,Business & Management,Spanish,Spain-2310
PwC Esade Georgeson y Diligent crean un nuevo Centro de Gobierno Corporativo de referencia en España para mejorar la gobernanza de las empresas Esade ,Government & Controls,Spanish,Spain-2356
Servicios digitales de aseguramiento en clientes no auditados,Tax & Accounting,Spanish,Spain-204
El gobierno del dato,Government & Controls,Spanish,Spain-1090
"Cayetano Soler - Socio responsable de Turismo, Servicios y Transporte en PwC",Industry,Spanish,Spain-467
XX Encuesta Mundial de CEOs,Business & Management,Spanish,Spain-1888
Consejos de Administración de empresas cotizadas. Décima edición,Business & Management,Spanish,Spain-1138
"Santiago Franco - Socio de Consultoría del equipo de Tecnología, Telecomunicaciones, Entretenimiento y Medios",Industry,Spanish,Spain-915
Las ventas de música en España crecerán un 18% hasta 2020 impulsadas por el streaming,Industry,Spanish,Spain-2132
Encuentros Alumni,Business & Management,Spanish,Spain-78
Baremo concursal 2015,Tax & Accounting,Spanish,Spain-1667
COVID-19: ¿Cómo estructurar la respuesta de tu empresa?,Business & Management,Spanish,Spain-2606
¿Cómo transformará el rol del CFO la Inteligencia Artificial?,Technology,Spanish,Spain-1461
Entertainment and Media Outlook 2016-2020. España,Industry,Spanish,Spain-1115
PwC lidera por cuarto año consecutivo el mercado de transacciones en España en 2015,Finance,Spanish,Spain-2156
Ganando la batalla por el talento femenino,Business & Management,Spanish,Spain-1510
Únete a nosotros - perfiles Deals,Finance,Spanish,Spain-1289
La fuerte entrada de capital empujará la inversión  inmobiliaria en España en 2014,Industry,Spanish,Spain-2074
Encuesta mundial sobre fraude y delito económico 2018,Government & Controls,Spanish,Spain-2628
Investigación de Fraude,Government & Controls,Spanish,Spain-1164
Los expertos prevén que la economía española caiga un 116% en 2020 ,Government & Controls,Spanish,Spain-2340
Gracias - Tecnología,Technology,Spanish,Spain-2567
Observatorio La respuesta a ciberincidentes,Technology,Spanish,Spain-1095
En 2020 el formato digital se convertirá en el  principal soporte publicitario en España ,Industry,Spanish,Spain-2182
Después de la crisis: Tres consejos para reajustar los costes y remodelar tu negocio y volver a crecer,Business & Management,Spanish,Spain-967
La mayoría de los altos ejecutivos y de la ciudadanía escépticos ante los posibles acuerdos de la conferencia de Rio+20,Business & Management,Spanish,Spain-2007
Entertainment and Media Outlook 2017 - 2021. España - Formulario descarga,Industry,Spanish,Spain-1123
Trabajar en 2033,Business & Management,Spanish,Spain-1634
La contribución tributaria total de las empresas españolas por encima de la media de la OCDE del G-20 ,Tax & Accounting,Spanish,Spain-2290
Contacta con Servicios Fiscales y Legales - Empresas de alto potencial,Tax & Accounting,Spanish,Spain-1376
La inversión publicitaria en TV en España crecerá  a un ritmo del 84% anual hasta 2019,Industry,Spanish,Spain-2091
Sanidad,Industry,Spanish,Spain-2364
Asesoría fiscal y legal en el sector farmacéutico,Industry,Spanish,Spain-2508
"Unión Bancaria, el precio de la estabilidad",Finance,Spanish,Spain-1657
Consejos de Administración de empresas cotizadas,Business & Management,Spanish,Spain-1638
Encuesta Mundial de CEOs 2019 - Gestión de activos y patrimonio,Finance,Spanish,Spain-1592
Política de Protección de Datos de PwC - Periscopio Fiscal y Legal,Government & Controls,Spanish,Spain-1909
La compra online será el área que más crecerá  en las redes sociales en España en los próximos años,Industry,Spanish,Spain-1999
Empresas familiares españolas venden fuera de nuestro país,Business & Management,Spanish,Spain-2177
Digital - Construcción Servicios,Industry,Spanish,Spain-1055
Un paso más en los Comités de Auditoría,Tax & Accounting,Spanish,Spain-1464
"Contacta - Digital - Tecnología, Telecomunicaciones",Technology,Spanish,Spain-1406
Webcasts 15 y 16 de abril. Medidas fiscales y legales en Latinoamérica ,Government & Controls,Spanish,Spain-988
Gobierno Corporativo,Government & Controls,Spanish,Spain-209
Sergio Lavandera - director fiscalidad corporativa,Tax & Accounting,Spanish,Spain-921
PwC lidera por octavo año consecutivo el asesoramiento en transacciones en España en 2019 ,Finance,Spanish,Spain-2357
enREDados: Cómo hacer rentables la redes sociales,Industry,Spanish,Spain-1755
Gracias - Capital Humano,Business & Management,Spanish,Spain-271
"Rocío Fernández, socia responsable de Mercados de Capitales",Finance,Spanish,Spain-901
Un 37% de los trabajadores temen que la automatización ponga en riesgo su empleo,Technology,Spanish,Spain-2211
Encuesta mundial sobre fraude y delito económico 2018 pagina de descarga,Government & Controls,Spanish,Spain-2627
Responsabilidad social corporativa,Business & Management,Spanish,Spain-1936
Encuesta Mundial de CEOs 2019 - Hostelería,Business & Management,Spanish,Spain-1879
Administraciones Públicas - Sectores - PwC España,Government & Controls,Spanish,Spain-60
El 5G también puede salvar vidas,Industry,Spanish,Spain-1769
Información Corporativa: ¿qué quieren saber los inversores?,Business & Management,Spanish,Spain-1465
La Inteligencia Artificial impulsará el PIB mundial un 14% en 2030 por sus efectos en la productividad y en el consumo,Technology,Spanish,Spain-2189
Los expertos avanzan una ralentización del  crecimiento de la economía española para 2016 ,Government & Controls,Spanish,Spain-2082
La incertidumbre geopolítica modera las expectativas de rentabilidad del sector inmobiliario en Europa en 2017,Industry,Spanish,Spain-2186
Contacta con Transacciones - Economics,Finance,Spanish,Spain-1413
Encuesta Mundial sobre el Estado de la Seguridad de la Información 2017,Technology,Spanish,Spain-1846
Encuesta Mundial de CEOs 2018 - Banca y Mercados de Capitales,Finance,Spanish,Spain-1141
XXII Encuesta Mundial de CEOs - PwC España,Business & Management,Spanish,Spain-1104
Reforzar la confianza y la estrategia,Business & Management,Spanish,Spain-301
Encuesta Mundial de la Empresa Familiar 2018,Business & Management,Spanish,Spain-2612
XIX Encuesta Mundial de CEOs - Automoción,Business & Management,Spanish,Spain-1441
El futuro de la función financiera,Tax & Accounting,Spanish,Spain-289
XIX Encuesta Mundial de CEOs - Construcción,Industry,Spanish,Spain-1442
Las empresas industriales españolas por detrás de las del resto del mundo en digitalización,Technology,Spanish,Spain-2135
Digital Auto Report 2019: el futuro digital de la automoción,Technology,Spanish,Spain-2416
La flexibilidad la logística y la innovación claves para el liderazgo de la industria de la automoción,Business & Management,Spanish,Spain-2012
Las empresas medianas en Europa pierden más de 320.000M€ en ingresos al año por la escasez de talento,Business & Management,Spanish,Spain-2230
Fondos europeos: Oportunidad y reto,Government & Controls,Spanish,Spain-1542
PwC contratará a 1.100 profesionales el próximo curso,Business & Management,Spanish,Spain-2302
Continuidad de operaciones mediante teletrabajo seguro. Ciberseguridad.,Technology,Spanish,Spain-962
"España, entre los países de la OCDE con una peor posición de la mujer en el mercado laboral",Business & Management,Spanish,Spain-2050
Contacte - Sostenibilidad,Business & Management,Spanish,Spain-2380
Las grandes empresas del IBEX apuestan por la innovación pero su inversión todavía está por debajo de la media europea,Finance,Spanish,Spain-2031
Rady Nadzorcze polskich spółek profesjonalizują się,Business & Management,Polish,Poland-1321
Handel detaliczny w obliczu cyfrowej rewolucji | PwC,Industry,Polish,Poland-956
Dane czy intuicja? Analityka w służbie rozwoju firmy,Technology,Polish,Poland-600
Tarcza antykryzysowa: informacje dla pracodawców,Business & Management,Polish,Poland-1249
Country by Country Reporting - przygotuj się do dużych zmian w raportowaniu międzynarodowych grup kapitałowych,Tax & Accounting,Polish,Poland-601
Digitalizacja dokumentacji pracowniczej oraz nowe obowiązki od stycznia 2019,Technology,Polish,Poland-1171
Telefony komórkowe już nie tylko dla konsumentów,Technology,Polish,Poland-595
Polska nie wykorzystuje potencjału pracowników w wieku 55+,Business & Management,Polish,Poland-1478
"Coraz więcej Polaków robi zakupy na smartfonach, a jeszcze więcej wykorzystuje je do płatności",Industry,Polish,Poland-1672
"Pierwsza konsolidacja sprawozdań finansowych – o co należy zadbać, aby przebiegła pomyślnie?",Tax & Accounting,Polish,Poland-703
Dedykowane usługi w łańcuchach dostaw na przykładzie paczek niestandardowych (BHU) | PwC,Industry,Polish,Poland-934
Awans Polski w zestawieniu Paying Taxes. Polski system podatkowy coraz mniej skomplikowany,Tax & Accounting,Polish,Poland-1514
Członkowie zarządów bez umów o pracę i premii uznaniowych?,Business & Management,Polish,Poland-693
VAT’s up? Numer 1/2016,Tax & Accounting,Polish,Poland-1261
PwC doradcą Grupy Work Service w procesie restrukturyzacji zadłużenia,Tax & Accounting,Polish,Poland-1708
Rosną wydatki na działalność B+R w polskich firmach. Ponad połowa przeznacza na ten cel więcej niż 10% przychodów,Business & Management,Polish,Poland-1616
Fintech-y odbiorą bankom część rynku… ale nie w Polsce,Finance,Polish,Poland-1519
Podatek cyfrowy,Tax & Accounting,Polish,Poland-1209
Jak rozwiązać problem pozyskiwania talentów? | Wyzwania wzrostu #7,Business & Management,Polish,Poland-764
Płaca realna w Polsce do 2040 r. wzrośnie o ponad 140%,Business & Management,Polish,Poland-1722
"Dlaczego arkusz kalkulacyjny to już za mało, gdy myślimy o sprawnej konsolidacji sprawozdań finansowych?",Tax & Accounting,Polish,Poland-654
Czy Wi-Fi i 4G LTE podążają kursem kolizyjnym?,Technology,Polish,Poland-602
e-Sprawozdania Finansowe a podpis elektroniczny,Tax & Accounting,Polish,Poland-837
PwC w Polsce poszerza swoje kompetencje o doradztwo biznesowe w zakresie strategii marki,Business & Management,Polish,Poland-1582
"Robotyzacja  + B&R - doświadczenie, praktyczne podejście | PwC",Technology,Polish,Poland-1234
Kluczowe trendy w sektorze ochrony zdrowia w Polsce,Industry,Polish,Poland-1550
RODOtyka: 5 przykładowych korzyści z wdrożenia RODO,Government & Controls,Polish,Poland-742
Polski rynek handlu detalicznego - perspektywy rozwoju,Industry,Polish,Poland-859
Innovation Box – opublikowano projekt wyjaśnień ws stosowania nowej ulgi podatkowej,Business & Management,Polish,Poland-1189
VAT's up? Numer 7/2016,Tax & Accounting,Polish,Poland-1277
Jednolity Plik Kontrolny – pierwsze informacje dotyczące funkcjonalności aplikacji do wysyłania JPK Ministerstwa Finansów,Tax & Accounting,Polish,Poland-1051
Kolejny słaby początek roku na warszawskiej giełdzie pod względem liczby i wartości pierwotnych ofert publicznych (IPO),Finance,Polish,Poland-1660
Alert Regulacji Bankowych 2/2020,Finance,Polish,Poland-885
PwC uruchomiło program akceleracji start-upów z regionu Europy Środkowo-Wschodniej,Business & Management,Polish,Poland-1497
Przegląd kluczowych regulacji dla sektora bankowego i firm inwestycyjnych | PwC,Finance,Polish,Poland-881
Jak przygotować firmę na świat po kryzysie? | PwC,Business & Management,Polish,Poland-964
Wspierające innowacyjność instytucje i firmy połączyły siły w Koalicji na rzecz Polskich Innowacji,Business & Management,Polish,Poland-1377
Audyt przyszłości dziś: człowiek i technologia,Tax & Accounting,Polish,Poland-640
Nowe obowiązki sprawozdawcze dotyczące CbCR weszły w życie,Tax & Accounting,Polish,Poland-1084
Fundacja rodzinna - lepiej w Polsce czy za granicą?,Business & Management,Polish,Poland-949
Zmiany w formularzach podatkowych za rok 2018 - „inne źródła” w PIT-11,Tax & Accounting,Polish,Poland-1170
Zmiany w sposobie nabycia olejów opałowych do celów grzewczych,Industry,Polish,Poland-1200
34 Digital Innovation Hubs zakwalifikowanych do programu Smart Factories otrzyma wsparcie PwC i Oxentia,Technology,Polish,Poland-1638
Tarcza antykryzysowa i pomoc publiczna | Instrumenty wsparcia dla przedsiębiorstw,Business & Management,Polish,Poland-1248
Zagraniczne firmy zapłacą podatek w Polsce,Tax & Accounting,Polish,Poland-1081
Nadchodzi rewolucja w prezentacji i rozliczaniu leasingu pod MSSF 16,Tax & Accounting,Polish,Poland-687
VAT's up? Numer 11/2016,Tax & Accounting,Polish,Poland-1264
Taksonomia MSSF,Tax & Accounting,Polish,Poland-864
"Program lojalnościowy 2.0, czyli jak zmienić na lepsze doświadczenie klienta banku",Industry,Polish,Poland-796
WSA w Warszawie potwierdza zastosowanie ochrony interpretacyjnej także w stosunku do prawa do zwrotu VAT,Tax & Accounting,Polish,Poland-1128
11 startupów z Europy w 4. edycji programu PwC Startup Collider,Business & Management,Polish,Poland-1796
"Na polskim rynku pracy do 2025 r. może brakować nawet 1,5 mln osób",Business & Management,Polish,Poland-1718
"Pomorskie, śląskie i wielkopolskie na czele województw z najbardziej sprawnym systemem ochrony zdrowia w Polsce",Industry,Polish,Poland-1733
Wstrzymany transfer danych do USA,Technology,Polish,Poland-1411
Wizualizacja danych,Technology,Polish,Poland-733
Insurtech-y rewolucjonizują tradycyjny rynek ubezpieczeniowy,Finance,Polish,Poland-1501
Bankowość warta swojej ceny | PwC,Finance,Polish,Poland-898
Sztuczna inteligencja w podatkach,Technology,Polish,Poland-723
Rynek badań klinicznych w Polsce z dużym potencjałem wzrostu,Industry,Polish,Poland-1448
7 rzeczy o których warto pamiętać podczas transformacji chmurowej w bankowości,Finance,Polish,Poland-878
Jak ustalić przejrzyste zasady ładu korporacyjnego IT?,Government & Controls,Polish,Poland-672
Konkurs: Firma Rodzinna Roku,Business & Management,Polish,Poland-1625
8 najczęstszych pytań o raportowanie zgodne z ESEF. Co emitenci wiedzieć powinni? | PwC Polska,Tax & Accounting,Polish,Poland-879
Adam Demusiak liderem prestiżowego rankingu Mergermarket,Finance,Polish,Poland-1640
PwC wybrane Doradcą finansowym i podatkowym roku w konkursie Polskiego Stowarzyszenia Inwestorów Kapitałowych,Finance,Polish,Poland-1669
Czy uproszczona APA pozwoli uniknąć limitu dla zaliczenia w koszty podatkowe wydatków na usługi?,Tax & Accounting,Polish,Poland-753
Rozpoczęła się 21. edycja Polskich Nagród Filmowych Orły 2019,Industry,Polish,Poland-1783
Wzrost aktywności na europejskim rynku IPO w drugim kwartale 2019 r. Brak znaczącej poprawy w Warszawie,Finance,Polish,Poland-1752
Akcyza na papierosy. Wyższa stawka – niższe wpływy,Tax & Accounting,Polish,Poland-1355
5 nowych podatków spożywczo-środowiskowych na 2021 | PwC,Tax & Accounting,Polish,Poland-1038
Przyszłość sprawozdawczości podatkowej - co po JPK_V7?,Tax & Accounting,Polish,Poland-1229
Stabilność zatrudnienia szczególnie ceniona przez młodych Polaków w czasach nowej normalności. Praca na własny rachunek traci na atrakcyjności,Business & Management,Polish,Poland-1810
RODOtyka: Zawiadomienia o naruszeniu ochrony danych osobowych wg RODO,Government & Controls,Polish,Poland-738
Inicjatorzy innowacji nagrodzeni,Business & Management,Polish,Poland-1383
Sukcesja i profesjonalizacja w firmie rodzinnej | PwC,Business & Management,Polish,Poland-1244
Projekt nowelizacji ustawy o VAT wprowadzający mechanizm podzielonej płatności - split payment,Tax & Accounting,Polish,Poland-1088
Ostatnia szansa na zajęcie pozycji na rynku aplikacji mobilnych | PwC,Technology,Polish,Poland-1205
VAT’s up? Numer 5/2017,Tax & Accounting,Polish,Poland-1274
Ostrzeżenie dotyczące nadużycia zwolnienia podatkowego dla dywidend – komunikat Ministerstwa Finansów z 3 listopada 2017 roku,Government & Controls,Polish,Poland-1113
PwC największą firmą doradztwa podatkowego 10-lecia,Tax & Accounting,Polish,Poland-1522
Najlepsze banki nagrodzone – PwC partnerem Wielkiej Gali Bankowości Forbesa i Newsweeka,Finance,Polish,Poland-1526
5 najważniejszych wyjaśnień UKNF w sprawie stosowania MiFID od 3 stycznia 2018 r.,Finance,Polish,Poland-743
Raportowanie finansowe w dobie COVID-19 | PwC,Tax & Accounting,Polish,Poland-1231
"Przemysł 4.0 „po polsku” – gdzie my, a gdzie Europa?",Technology,Polish,Poland-709
PwC współtworzy dwa inkubatory społeczne  finansowane przez Fundusze Europejskie,Government & Controls,Polish,Poland-1495
Uwaga na wiadomości e-mail zawierające phishing,Technology,Polish,Poland-1427
Konkurs GIODO i PwC Legal dla studentów prawa na esej o tematyce ochrony danych osobowych,Government & Controls,Polish,Poland-1627
Najwyższy od 7 lat poziom przestępczości gospodarczej  w sektorze finansowym,Government & Controls,Polish,Poland-1488
Luka podatkowa VAT w Polsce w 2016 r. będzie mniejsza,Tax & Accounting,Polish,Poland-1515
Istotne zmiany w ustawie PIT w zakresie programów motywacyjnych opartych na akcyjnych i pochodnych instrumentach finansowych - nowe plany Ministerstwa Finansów,Tax & Accounting,Polish,Poland-1101
PwC było doradcą funduszy zarządzanych przez Aberdeen Standard Investments przy transakcji OZE,Finance,Polish,Poland-1857
Konferencja Innowacyjna Europa już w październiku,Business & Management,Polish,Poland-1405
Jednolity Plik Kontrolny - faktury zakupu nie będą przekazywane w formacie JPK. Ciąg dalszy wyjaśnień Ministerstwa Finansów,Tax & Accounting,Polish,Poland-1048
Compliance Officer w firmie - jak budować system zarządzania zgodnością? | PwC,Government & Controls,Polish,Poland-923
Rozporządzenie w sprawie wyłączenia lub ograniczenia nowego mechanizmu poboru podatku u źródła,Tax & Accounting,Polish,Poland-1175
Kiedy współpraca z samozatrudnionym może zostać uznana za stosunek pracy? Najnowsza interpretacja Sądu Najwyższego,Business & Management,Polish,Poland-772
Nadchodzi sztuczna inteligencja i co z tym zrobisz?,Technology,Polish,Poland-688
PwC Legal wzmacnia praktykę prawną w obszarze nieruchomości,Industry,Polish,Poland-1360
Trendy w analityce biznesowej branży Retail & Consumer | PwC,Industry,Polish,Poland-1252
Cyberbezpieczeństwo stało się koniecznością,Technology,Polish,Poland-647
Co znaczy dzisiaj nowoczesny compliance? | PwC,Government & Controls,Polish,Poland-922
Projekt ustawy wprowadzającej obowiązek codziennego przekazywania wyciągów z rachunków bankowych w formie JPK,Tax & Accounting,Polish,Poland-1093
Ruszył nabór do 4. edycji programu PwC Startup Collider,Business & Management,Polish,Poland-1773
Coraz więcej pesymistów wśród prezesów firm na świecie,Business & Management,Polish,Poland-1719
Luka VAT w Polsce w 2017 r. zmniejszy się o ok. 13 mld zł,Tax & Accounting,Polish,Poland-1605
"Ponad połowa Polaków robi zakupy w Internecie, ale nadal potrzebuje tradycyjnych sklepów",Industry,Polish,Poland-1458
Techniki testowania w podejściu Risk Based Testing,Government & Controls,Polish,Poland-809
Jak mierzyć sukces działu podatkowego?,Tax & Accounting,Polish,Poland-762
Jak rozwijać pracowników Twojej firmy? | Wyzwania wzrostu #8,Business & Management,Polish,Poland-765
MSSF 17 - najważniejsze założenia regulacji,Tax & Accounting,Polish,Poland-985
Dalsze ograniczenie ochrony wynikającej z interpretacji podatkowych,Tax & Accounting,Polish,Poland-1066
Rachunkowość zarządcza i analizy to niezbędnik biznesu,Tax & Accounting,Polish,Poland-861
Otwarte Fundusze Emerytalne to potencjalne źródło  finansowania polskich projektów rozwojowych,Finance,Polish,Poland-1468
Ideathon - wsparcie osób z niepełnosprawnościami na rynku pracy,Business & Management,Polish,Poland-1762
Jak duże będą kary finansowe za naruszenie przepisów RODO?,Government & Controls,Polish,Poland-678
PwC zwycięzcą pierwszej edycji CEE M&A Awards!,Finance,Polish,Poland-1631
Ulga podatkowa dla gier kulturowych w Polsce: co zakłada projekt ustawy?,Tax & Accounting,Polish,Poland-1160
Nowe wymogi dotyczące dokumentacji cen transferowych coraz bliżej,Tax & Accounting,Polish,Poland-1409
Główne wyzwanie branży handlowej? Rozwój rozwiązań mobilnych,Industry,Polish,Poland-821
COVID-19 a MSSF 9 w przedsiębiorstwach,Tax & Accounting,Polish,Poland-924
Chmura obliczeniowa w bankach oczami KNF,Finance,Polish,Poland-917
VAT's up? Numer 9/2016,Tax & Accounting,Polish,Poland-1279
PwC w Polsce z tytułem Top Employer 2020 jako lider  zarządzania zasobami ludzkimi i tworzenia najlepszych warunków pracy,Business & Management,Polish,Poland-1788
Ubezpieczeniowy nowy świat. Insurtech motorem innowacji,Finance,Polish,Poland-1586
Dane biometryczne w projekcie zmian kodeksu pracy,Technology,Polish,Poland-650
VAT's up? Odliczanie VAT z faktury wystawionej przez wykreślonego podatnika jest możliwe,Tax & Accounting,Polish,Poland-1283
Warszawa nadal bez debiutu na rynku głównym GPW,Finance,Polish,Poland-1769
"2020 rok pod znakiem pandemii, ale także ożywienia na GPW w Warszawie",Finance,Polish,Poland-1785
Ministerstwo Finansów planuje zmiany w JPK_VAT - konsultacje podatkowe w sprawie zmian technicznych oraz rozbudowy JPK_VAT,Tax & Accounting,Polish,Poland-1100
Firmy rodzinne coraz bardziej pewne wzrostu w kolejnych latach,Business & Management,Polish,Poland-1707
Konkurs „Dobry Klimat dla Rodziny” – znamy zwycięzców!,Business & Management,Polish,Poland-1362
Polityka wynagrodzeń członków zarządu i rady nadzorczej | PwC,Business & Management,Polish,Poland-1216
@digital #41: Sztuczna inteligencja na Nowy Rok,Technology,Polish,Poland-1020
Składanie e-sprawozdań finansowych. Czy jesteś gotowy na zmiany?,Tax & Accounting,Polish,Poland-1172
"Sztuczna inteligencja - Halo, z tej strony bot",Technology,Polish,Poland-1246
"Paying Taxes 2018: Polski system podatkowy coraz mniej skomplikowany, ale inne kraje zmieniają ten obszar jeszcze szybciej",Tax & Accounting,Polish,Poland-1614
Opinia EBA w sprawie okresu przejściowego PSD1/PSD2,Finance,Polish,Poland-700
